Tourpedia_id,language,polarity,text,time,words_count,tokenized_text_url
83523,en,8,Such a nice bird's-eye view on Paris from the 6th floor! Awesome! Also sometimes it's faster to enter if you buy the tickets right here. The line with ones with tickets was much longer today..,2013-03-17,35,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725ec
83523,en,2,"Buy ticket online,or you have to wait for 1 hour line! Be here early as possible in the morning to catch Dali exhibition",2013-03-22,23,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725ed
83523,fr,0,"Chaque couleur de tuyaux a son rôle: le bleu – pour l’air, le vert – pour l’eau, le jaune – pour les fils électriques, le rouge – pour le mouvement (escaliers, ascenseurs, etc).",2013-03-27,32,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725ee
83523,en,10,Free wi-fi,2013-03-29,2,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725ef
83523,en,10,"Houses the largest collection of modern art in Europe. Great special exhibitions! For a nice break in between exhibitions, you can go to Georges on the museum’s top floor.",2013-04-01,30,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725f0
83523,en,5,"Ernesto Neto, ""We stopped just here at the time"" (la cannella si fa arte :-))",2013-04-02,15,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725f1
83523,en,10,good place for modern art,2013-04-06,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725f2
83523,en,5,One of my favourite place in Paris,2013-04-14,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725f3
83523,es,5,Acceso al ultimo piso 3€. Mirador VUE DE PARIS. Sin acceso al museo. En el bar un espresso 3€,2013-04-15,17,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725f4
83523,en,10,"This is one of the world's leading collections of modern art. Everything from Pollock, to Warhol to Miro are on display in this piece of modern architecture. Definitely a must-see when in Paris",2013-04-19,33,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725f5
83523,en,10,Absolutely worth the €3 for a 360 of Paris on a sunny day. Stick around for sunset- stunning!,2013-04-21,16,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725f6
83523,en,10,"Make your way to the top of the museum for one of the best views of the city. Also, there's free wifi and coat check.",2013-04-27,25,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725f7
83523,fr,5,Try Café au lait at Café towards Galerie 1 - delicious,2013-05-02,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725f8
83523,pt,0,Arlequin de Picasso!,2013-05-03,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725f9
83523,en,10,"Free entry every first Sunday of the month, yay.",2013-05-05,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725fa
83523,es,0,Los discapacitados pueden entrar por la entrada del personal.,2013-05-05,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725fb
83523,fr,5,Mike Kelley. Du 2 mai au 5 août 2013 De 11 heures à 21 heures,2013-05-08,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725fc
83523,fr,0,Les oeuvres valent le détour ! Surtout Soto ! Dommage que le personnel soit si désagréable..,2013-05-11,17,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725fd
83523,ru,0,Бесплатный беспарольный вай-фай!,2013-05-12,1,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725fe
83523,en,10,"first visit here they were doing a refurb so half the exhibits weren't available [they never mentioned that when I bought the flight tickets!] - second time, all fine - great modern art - unmissable",2013-05-13,35,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a506725ff
83523,en,5,Must visit. Go at sunset and check out views over looking Paris including the Eiffel Tower and Sacre Coeur.,2013-05-16,19,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672600
83523,en,5,Don't forget to visit the bookshop and the boutique,2013-05-18,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672601
83523,fr,10,L' exposition Simon Hantai est à voir absolument!,2013-05-21,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672602
83523,en,5,great views from any of the upper floors; a fun place to spend time,2013-05-21,14,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672603
83523,es,5,Génial... Trop longue!!,2013-05-22,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672604
83523,en,8,The bookstore has an amazing collection but the cashiers are real assholes. They are not helpful and could really care less about you,2013-05-23,23,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672605
83523,ca,0,Pour l'escalator.,2013-05-24,2,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672606
83523,en,5,"When James Bond is being shown around Drax's spacecraft manufacturing facility in Moonraker (1979), Holly Goodhead's office is in fact in the Centre Pompidou.",2013-05-25,23,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672607
83523,ru,0,Первый чек-ин в Париже.,2013-06-01,1,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672608
83523,es,5,En París el 1er domingo de cada mes los museos son GRATIS!! ;),2013-06-02,13,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672609
83523,fr,0,La chose la plus horrible que la France au jamais construit,2013-06-09,11,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067260a
83523,en,10,English guiding signs would be nice!,2013-06-10,6,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067260b
83523,ru,0,Эээ ... Искусство ),2013-06-15,0,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067260c
83523,fr,10,Monter les escaliers mécaniques juste pour le plaisir de découvrir les toits de Paris,2013-06-15,16,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067260d
83523,en,5,Just awesome!,2013-06-21,2,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067260e
83523,ru,0,"Режим работы: пн, ср-вс 11:00-21:00 Вход — 10 EUR, льготный — 8 EUR, для лиц до 18 лет и в первое вс месяца свободный",2013-06-23,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067260f
83523,en,10,Best city view,2013-06-23,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672610
83523,fr,10,L'intérieur est aussi captivant que l'extérieur !,2013-06-26,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672611
83523,fr,0,"Geneviève Asse, un moment d'émotions. À recommander.",2013-06-29,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672612
83523,fr,5,"Rétro inédite de l'artiste star ""Roy Lichtenstein"" @centrepompidou... jusqu'au 4 novembre 2013",2013-07-03,12,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672613
83523,en,10,Opened late so great when you have the second half of the day to fill up with activities.,2013-07-03,18,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672614
83523,en,8,"Take the multi pass : many museums & no line ups which can be crazy like at the Louvres...also, visit for the afternoon & finish at the rooftop to enjoy a fantastic view of Paris in the sunset. Voilà!",2013-07-04,37,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672615
83523,en,5,The bookshop is a must. Great art books and art posters for small prices.,2013-07-07,14,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672616
83523,fr,10,"Expo Roy Lichtenstein : Entrée possible à partir de 10h00 pour les porteurs de billets et de la carte du Musée, les samedi et dimanche. Pas mal quand on sait que l'ouverture officielle est à 11h00!",2013-07-07,35,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672617
83523,it,10,La prima domenica del mese ingresso libero come tutti i musei a Parigi! Uno dei migliori musei di arte contemporanea al mondo! Da non perdere.,2013-07-08,25,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672618
83523,en,10,One of the best in years! Roy Lichtenstein just perfect.🇫🇷,2013-07-09,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672619
83523,fr,10,"Super expo de Roy Lichtenstein, mérite d'aller y faire un tour.",2013-07-09,12,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067261a
83523,ko,0,화요일 과 5/1일은 휴무,2013-07-09,0,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067261b
83523,en,10,"Lovely museum! Lots to inspire. Small exhibits in the lower floors, as well. Great view on the top of the escalators.",2013-07-10,21,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067261c
83523,fr,5,"Dément, magnifique, aéré... Un pur bonheur",2013-07-16,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067261d
83523,en,10,Come and see the Roy Lichtenstein exhibit before it's too late! It is absolutely incredible! 3 July - 4 November 2013,2013-07-17,18,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067261e
83523,es,5,Elige una mesa en la terraza de la cafetería. Excelente mirador,2013-07-18,12,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067261f
83523,fr,10,Très joie architecture a voir,2013-07-20,6,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672620
83523,en,5,The museum is amazing BUT the bathrooms need work and the food in the cafe is overpriced and sub-par ... Also it is rather crowded but well worth it if you like I love modern and contemporary art!,2013-07-24,37,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672621
83523,ru,0,Спрессованный автомобиль,2013-07-28,0,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672622
83523,en,10,"From Pablo Picasso to lesser known names, from beautiful paintings to modern art installations and you can interact with, this museum has everything.",2013-07-29,23,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672623
83523,en,5,Go see Jean Tinguely.,2013-08-02,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672624
83523,fr,5,Exposition Roy Lichtenstein du 3 juillet au 4 novembre.,2013-08-05,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672625
83523,es,10,...el museo más increíble y alucinante de la vida!!,2013-08-07,11,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672626
83523,fr,5,A faire cela vaux le coup d oeil,2013-08-08,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672627
83523,fr,5,C'est une musée très intéressants avec les œuvres très intéressants et belle. J'ai aimé tous les expositions là,2013-08-09,23,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672628
83523,en,5,"Go with time, at least 3 hours. You only can by the tickets in the machine with credit card.",2013-08-09,18,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672629
83523,fr,0,"L'expo Lichtenstein est aussi belle qu'inspirante! Bien curatée d'ailleurs : verbatims de l'artiste et décryptage des experts.Bon merchandising, comme toujours : adulte ou enfant nous sommes servis !",2013-08-11,28,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067262a
83523,it,5,"Assolutamente imperdibile se vi si trova a Parigi: collezione permanente praticamente completa del panorama artistico dal 1904 al alla fine degli anni '60, e le esposizioni temporanee sono curate!",2013-08-14,28,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067262b
83523,fr,10,"Que cela soit de l'intérieur ou de l'extérieur, le lieu est magnifique ! Les expos sont toujours intéressantes malgré une foule de plus en plus importante !",2013-08-16,28,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067262c
83523,it,0,Fantastico,2013-08-17,1,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067262d
83523,en,5,Waste of time...,2013-08-21,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067262e
83523,fr,5,"Certainement une des plus intéressantes collections d'art moderne de France. De très belles expos temporaires de ""têtes d'affiche"" du XXe siecle",2013-08-22,24,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067262f
83523,it,10,Bellissima la mostra di Roy Lichtenstein. Eccezionali la vista di Parigi e lo splendido ristorante panoramico!!,2013-08-25,16,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672630
83523,en,5,Fantastic exhibition of Roy Lichtenstein.,2013-08-29,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672631
83523,fi,0,Assolutamente siii!,2013-09-04,2,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672632
83523,en,10,"Have to come back everytime im in paris....., always spmething new n' exciting",2013-09-08,13,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672633
83523,ro,0,Culturez-vous!,2013-09-12,1,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672634
83523,en,5,"Always changing and always the same, the Pompidou has a great permanent collection and temporary exhibits. Don't get put off by queues, walk straight up if you're not interested in a specific show.",2013-09-13,33,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672635
83523,en,10,Go on 6th floor to enjoy picturesque city view,2013-09-15,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672636
83523,fr,10,Prendre l'escalator pour aller tout en haut voir cette belle vue !,2013-09-20,11,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672637
83523,es,10,El primer domingo de cada mes la entrada es libre :D,2013-09-29,11,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672638
83523,ru,0,"Первое вс месяца музеи бесплатно,что может быть лучше?!))",2013-10-06,0,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672639
83523,ru,0,Интересный взгляд на мусульман,2013-10-06,0,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067263a
83523,ru,0,Каждое первое воскресенье месяца - бесплатный вход. С 11.00.,2013-10-09,1,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067263b
83523,en,5,Pierre Huyghe exhibition..,2013-10-14,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067263c
83523,ca,0,Nao deixe de ver Modigliani!,2013-10-17,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067263d
83523,pt,0,Procure pelo vendedor de anéis de ex-namorada brasileira logo na saída do museu...,2013-10-17,15,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067263e
83523,ru,0,"Внизу классные туалеты и студии,в видео румах запросто спять местные обнищанцы.вкусное и недорогие кафе и поблизости есть сеть фланч",2013-10-18,0,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a5067263f
83523,fr,0,Ouvert le 1er novembre !,2013-10-23,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672640
83523,en,5,The line outside is only for security check.. Skip it by going through priority..,2013-10-30,14,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672641
83523,fr,5,"Ateliers, concerts, spectacles, ateliers culinaires animés par des chefs et rencontres avec des artistes contemporains mexicains. Du 1er au 3 novembre à partir de 11h. Gratuit sans réservation.",2013-10-30,28,http://tour-pedia.org/api/getReviewDetails?id=52a74a8dae9eef5a50672642
83542,fr,5,"Un église très sympa, un groupe de Scout Unitaire de France, la XIII ème Paris, en développement, avec Louveteau, jeannette, Eclaireur, Guides très bien encadrés ",2011-11-06,29,http://tour-pedia.org/api/getReviewDetails?id=52a74a8eae9eef5a506726b2
83547,it,5,Voici un conseil,2011-03-24,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a8eae9eef5a506726ba
83547,fr,0,"édifiée en 1867, d' inspiration Renaissance, qui débouche sur un square paisible à deux pas des Grands Magasins. Le compositeur Olivier Messiaen en fut l'organiste pendant une quarantaine d'année",2012-07-19,30,http://tour-pedia.org/api/getReviewDetails?id=52a74a8eae9eef5a506726bb
83547,fr,10,A voir! riche en histoire,2013-03-05,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8eae9eef5a506726bc
83547,tr,0,Kilisenin önünde çok güzel bir park var. Orada Paris Wifi denilen ücretsiz internet bağlantısı var.,2013-08-11,19,http://tour-pedia.org/api/getReviewDetails?id=52a74a8eae9eef5a506726bd
83549,fr,5,Petite église intime et intense... offrant un havre de paix et un joli square aux enfants et aux passants.,2011-09-27,19,http://tour-pedia.org/api/getReviewDetails?id=52a74a8eae9eef5a506726c0
83550,fr,5,"L’église Saint-Philippe-du-Roule se trouve 154 rue du Faubourg-Saint-Honoré, dans le 8e arrondissement de Paris. L'église fait l'objet d'un classement au titre des monuments historiques depuis le 5 ju",2010-03-24,28,http://tour-pedia.org/api/getReviewDetails?id=52a74a8eae9eef5a506726c2
83551,en,10,Good spirit! ;),2010-02-20,2,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726c4
83551,fr,5,"Très belle église, entièrement rénovée",2011-04-01,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726c5
83553,fr,5,Entrée par la porte de garage souvent entrouverte de la rue Meynadier.,2012-05-01,13,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726c8
83553,fr,5,"Dire bonjour aux habitants, des gens acceuillants et tranquilles, avec des tuyaux d'arrosage.",2012-05-01,13,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726c9
83554,en,5,"I should check in at this church,which is only a few blocks from where I work",2009-11-13,17,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726cb
83554,fr,5,Jamais trop de monde en semaine! très bien située.,2013-03-05,11,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726cc
83556,fr,5,Elle est l'église de la paroisse catholique « Saint-Francois-Xavier-des-Missions-Étrangères »Mgr Patrick Chauvet est l'actuel curé de Saint-François-Xavier.,2010-04-08,20,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726cf
83556,fr,5,Messe à 19:45 chaque mercredi soit,2012-01-25,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726d0
83556,fr,5,"La suite des""rue"" a 19.30",2012-03-15,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726d1
83556,fr,5,Par exemple : essaye la glace à la vanille au sel de mer. On ne trouve pas de meilleur dessert en ville !,2012-03-30,20,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726d2
83557,fr,10,"Grande eglise avec une bonne acoustique (je viens d'assister á un concert de 300 choristes & instrumentistes - Saint Saëns, Le Deluge ; Beethoven 2eme symphonie)",2012-02-05,23,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726d4
83558,en,5,"Try to walk around the outskirts of the Church, this is where the Society of Jesus was formed.",2013-08-04,18,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726d6
83559,fr,5,Magnifique peinture de Delacroix.,2012-08-15,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726d8
83559,en,10,Wonderful painting by Delacroix. Worth the visit.,2012-08-15,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726d9
83559,fr,5,Belle architecture,2013-01-08,2,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726da
83561,fr,10,Si tu Check ici tu es presque un saint !,2011-07-16,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726de
83561,af,0,Karok War mode on!,2011-08-28,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726df
83563,fr,5,Priez pour moi. Amen!,2010-02-03,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726e2
83563,it,5,Messe le dimanche matin,2011-11-06,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726e3
83563,fr,5,"Messes le dimanche à 10h30, 12h et 18h45.",2011-12-18,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726e4
83564,no,0,Äter man vurre på St Lucia? Inga lussekatter i sikte..,2012-12-13,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a8fae9eef5a506726e6
83568,en,10,Good spot to speak to the lord.,2010-08-31,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726eb
83568,en,10,The inside is beautiful. Go see it!,2010-09-18,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726ec
83568,en,10,"Good Lord, a spot to break!",2011-04-19,6,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726ed
83568,fr,5,idéal pour pique-niquer au soleil. parfois fermé le lundi.,2011-10-16,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726ee
83568,fr,0,Une église unique a paris. Come to visit this unique church.,2012-03-07,11,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726ef
83568,fr,0,Elle adoucit la peine des passants de la rue des Martyrs,2012-04-06,11,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726f0
83568,en,10,Make sure to climb the 300+ steps to the top at sunset! In summer it goes until 11pm. Line looks long but moves fast. :),2012-07-08,23,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726f1
83568,fr,5,"construite entre (1823-1836), elle surprend, car une fois franchies les colonnes antiques et le porche austère, la décoration plutôt chargée, voire baroque, est très contrastée.",2012-07-19,31,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726f2
83568,fr,5,Une belle rue calme mais proche de nombreux endroits qui bougent bien! Un très bon compromis pour vivre! :),2012-08-31,19,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726f3
83569,fr,10,"Un jardin bien agréable et assez familial, quand il fait soleil c'est top:)",2010-05-22,14,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726f5
83569,en,5,"Soleil tip-top, je confirme",2011-04-10,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726f6
83569,en,5,Mais est-tu Catherine ?,2011-04-20,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726f7
83569,fr,5,Un havre de paix en plein Paris.,2011-09-20,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726f8
83569,fr,10,"Jardin parisien plutôt calme et sympa. Si vous venez pour le wifi, ne venez pas je ne le trouve pas.",2012-03-28,21,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726f9
83569,fr,0,Accédez depuis le Jardin Catherine Labouré à un hotspot Wifi Orange et surfez en toute liberté sur votre mobile ou votre tablette ! Téléchargez l'appli Wifi Orange !,2012-07-24,28,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a506726fa
83573,fr,10,"Mercredi, jeudi, vendredi, dimanche de 14h à 19h. Samedi de 14h à 21h. Entrée libre.",2010-05-14,14,http://tour-pedia.org/api/getReviewDetails?id=52a74a90ae9eef5a5067271f
83583,fr,5,Beau graph de tigre,2010-08-27,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a5067277a
83583,fr,5,petit square ou l'on passe parfois des films sur ecran en plain air les soirs d'été,2012-10-07,17,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a5067277b
83585,en,5,visit Mayor Tewfiq's house and have a drink and philosophical conversation with him.,2009-12-12,13,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a5067277f
83585,en,5,"2 hr free wifi by City of Paris+Orange. Pick ""orange"" from networks, click ""get my free pass"", then fill in your name and email.",2011-06-21,24,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a50672780
83585,fr,5,"C'est ici qu'un pigeon est mort, en 1923.",2011-06-27,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a50672781
83585,fr,0,Accédez depuis le square d'Anvers à un hotspot Wifi Orange et surfez en toute liberté sur votre mobile ou votre tablette ! Téléchargez l'appli Wifi Orange !,2012-07-24,27,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a50672782
83585,fr,5,Sympa. Plein d'enfants footballeurs...,2013-04-15,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a50672783
83585,en,10,kids loved the play ground good place to meet the locals,2013-09-17,11,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a50672784
83586,fr,5,Marché le dimanche matin !,2011-04-17,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a50672786
83587,fr,5,"Té, ça même un place lé gaillard!",2010-01-28,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a50672788
83587,fr,5,Super marché Jeudi et Dimanche !,2012-06-12,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a91ae9eef5a50672789
83596,de,0,Fd,2010-07-22,1,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727be
83596,en,10,"The grandeur interior of this 17th century building is a work of art in itself, and then of course there’s the 3000+ works from Picasso.",2011-10-11,25,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727bf
83596,en,5,NEW: closed till summer 2013,2011-12-05,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727c0
83596,en,10,The Museum is closed. You can see more than 200 works (from this place) in a great Picasso exhibition in Milan (Italy). Palazzo Reale September 20th 2012 - Jannuary 6th 2013.,2012-08-23,28,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727c1
83596,fr,5,"Fermez depuis deux ans, still closed!",2012-11-09,6,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727c2
83596,ru,0,"Музей закрыт на ремонт до конца года. Работает маленькая выставка фотографий в стиле ""Пикассо и дети""",2013-04-16,0,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727c3
83596,fr,5,Ça n'avance pas.,2013-05-02,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727c4
83596,fr,5,Travaux loin d'être terminés.,2013-05-05,6,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727c5
83596,it,10,Molto suggestivo da vedere,2013-07-08,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727c6
83596,fr,5,"Bientôt l'ouverture d'une grande librairie dédiée. Dans l'attente venez voir ""Découpage de Picasso"" interprétations photo oar André Villers.",2013-07-23,23,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727c7
83596,fr,0,Le musée est ferme au public pour renovation jusqu'à la fin de l'année 2013.,2013-07-29,15,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727c8
83596,tr,0,Komple ciddi bir tamirattan geciriliyor...,2013-08-08,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a506727c9
83601,fr,10,A ne pas manquer : leurs cycles de conférences de très bonne qualité !,2010-06-16,14,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a50672804
83601,da,0,best buddha's,2010-06-30,2,http://tour-pedia.org/api/getReviewDetails?id=52a74a92ae9eef5a50672805
